How long will it take to drive from Chicago to Mississippi	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 11 ] ]
When will the next eclipse be ?	[IN:GET_EVENT [SL:ORDINAL 3 4 ] [SL:CATEGORY_EVENT 4 5 ] ]
how is traffic from here to LA	[IN:GET_INFO_TRAFFIC [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 4 5 ] ] ] [SL:DESTINATION 6 7 ] ]
Is there any traffic congestion near Whitman center ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 5 6 ] [SL:POINT_ON_MAP 6 8 ] ] ] ]
Is there an accident on 152 Hwy	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] ]
Get the time to the car free day area using train	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 4 9 ] ] ] [SL:METHOD_TRAVEL 10 11 ] ]
Are the roads icy this morning on the way to Tina 's house ?	[IN:GET_INFO_ROAD_CONDITION [SL:ROAD_CONDITION 3 4 ] [SL:DATE_TIME 4 6 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 10 11 ] ] ] ]
how long will it take to drive from detroit to Chicago	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 11 ] ]
Can I drive from Edmonds to Bellingham and avoid any highway construction ?	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 2 3 ] [SL:SOURCE 4 5 ] [SL:DESTINATION 6 7 ] [SL:OBSTRUCTION_AVOID 10 12 ] ]
will i arrive to the music festival at 6th October stage before dawn if i leave at 1 am	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 4 7 ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 11 ] ] ] ] ] [SL:DATE_TIME_ARRIVAL 11 13 ] [SL:DATE_TIME_DEPARTURE 16 19 ] ]
Could you please tell me what the traffic is like for the Kansas City area	[IN:GET_INFO_TRAFFIC [SL:LOCATION 12 14 ] ]
is there any slow moving traffic in San Jose for the football game in the evening .	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_EVENT [SL:LOCATION 7 9 ] [SL:CATEGORY_EVENT 10 13 ] [SL:DATE_TIME 13 16 ] ] ] ]
What is the distance between Rocky Mount and Cleveland	[IN:GET_DISTANCE [SL:SOURCE 5 7 ] [SL:DESTINATION 8 9 ] ]
Any traffic stopped	[IN:GET_INFO_TRAFFIC ]
What is traffic like on the way to Andrew 's work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK [SL:CONTACT 8 9 ] ] ] ]
If I leave Shakespeare in the Park at 6 pm , when will I get to Portland ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_EVENT [SL:CATEGORY_EVENT 3 7 ] ] ] [SL:DATE_TIME_DEPARTURE 7 10 ] [SL:DESTINATION 16 17 ] ]
Museum shows in the city this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 3 5 ] ] ] [SL:DATE_TIME 5 7 ] ]
Using the I - 10 freeway , how long will it take me to get to Victoria Gardens ?	[IN:GET_ESTIMATED_DURATION [SL:PATH 1 6 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 16 18 ] ] ] ]
How long should I add to my commute for construction delays	[IN:GET_ESTIMATED_DURATION [SL:PATH 6 8 ] ]
Music events in Charleston next month	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
Need directions from my house to the Cleveland Clinic for my daughters appointment at 8 this morning	[IN:GET_DIRECTIONS [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 3 4 ] ] ] [SL:DESTINATION [IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 9 ] ] ] [SL:ATTENDEE_EVENT [IN:GET_CONTACT [SL:CONTACT_RELATED 10 11 ] [SL:TYPE_RELATION 11 12 ] ] ] [SL:CATEGORY_EVENT 12 13 ] [SL:DATE_TIME 13 17 ] ] ] ]
Traffic for the next month please	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 1 5 ] ]
What family activities are happening in Placer County	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 1 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:LOCATION 6 8 ] ]
what is the distance from Miami to Washington DC	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 9 ] ]
Free festivals in Charlotte next year	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
let me know what the traffic is like when I leave work	[IN:GET_INFO_TRAFFIC [SL:SOURCE [IN:GET_LOCATION_WORK ] ] ]
Distance between Spain and Portugal	[IN:GET_DISTANCE [SL:SOURCE 2 3 ] [SL:DESTINATION 4 5 ] ]
concerts by janet jackson	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:NAME_EVENT 2 4 ] ]
Christmas music events in Tampa this friday	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
Movie in the park events nearby this week	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 2 4 ] ] ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 5 6 ] ] ] [SL:DATE_TIME 6 8 ] ]
are there any traffic accidents on my way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Is there any construction on the way to the zoo	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 8 10 ] ] ] ]
What will my commute be like today as far as traffic	[IN:GET_INFO_TRAFFIC [SL:PATH 2 4 ] [SL:DATE_TIME 6 7 ] ]
events this weekend	[IN:GET_EVENT [SL:DATE_TIME 1 3 ] ]
what are the current traffic conditions in st . louis	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 4 ] [SL:LOCATION 7 10 ] ]
How long will it take me to get to Sandi 's house , if I leave my mom 's now ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 9 10 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 16 17 ] [SL:TYPE_RELATION 17 18 ] ] ] [SL:DATE_TIME_DEPARTURE 19 20 ] ]
Where does the Nutcracker play the week of before Christmas	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:DATE_TIME 5 10 ] ]
Directions to school .	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_SCHOOL ] ] ]
How is the traffic in Georgia today	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 7 ] ]
The best place to go dancing on Friday night in Roseville	[IN:GET_EVENT [SL:CATEGORY_EVENT 5 6 ] [SL:DATE_TIME 6 9 ] [SL:LOCATION 10 11 ] ]
Why is the freeway so backed up today	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 2 4 ] ] ] [SL:DATE_TIME 7 8 ] ]
How long is the bus ride from Market Street to the Beyonce concert tonight ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 6 ] [SL:SOURCE 7 9 ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 11 12 ] [SL:CATEGORY_EVENT 12 13 ] [SL:DATE_TIME 13 14 ] ] ] ]
where can I go cross country skiing	[IN:GET_EVENT [SL:CATEGORY_EVENT 4 7 ] ]
Anything fun to do this weekend	[IN:GET_EVENT [SL:DATE_TIME 4 6 ] ]
what is there to do in Portland tonight	[IN:GET_EVENT [SL:LOCATION 6 7 ] [SL:DATE_TIME 7 8 ] ]
What Broadway shows are currently playing in New York	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:LOCATION 7 9 ] ]
why is the traffic so bad in orange county this week	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 9 ] [SL:DATE_TIME 9 11 ] ]
Any good classical musicals going on in Portland next week	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 4 ] [SL:LOCATION 7 8 ] [SL:DATE_TIME 8 10 ] ]
What cruises are leaving out of Galveston in April	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION 6 7 ] [SL:DATE_TIME 7 9 ] ]
I'm looking for any Broadway show happening tonight	[IN:GET_EVENT [SL:CATEGORY_EVENT 4 6 ] [SL:DATE_TIME 7 8 ] ]
Time to get to Strongsville	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 4 5 ] ]
what are the dates for the Boat Parade of lights in Havasu this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 5 10 ] [SL:LOCATION 11 12 ] [SL:DATE_TIME 12 14 ] ]
Whats going on Saturday Night	[IN:GET_EVENT [SL:DATE_TIME 3 5 ] ]
How many hours is a flight from San Diego to Omaha	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 5 6 ] [SL:SOURCE 7 9 ] [SL:DESTINATION 10 11 ] ]
Country concerts in Portland in January	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
How long will it take me to reach the nearest fueling station	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 9 10 ] [SL:CATEGORY_LOCATION 10 12 ] ] ] ]
How long will it take to get there with the traffic today	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 7 8 ] [SL:DATE_TIME_DEPARTURE 11 12 ] ]
Any live wrestling shows in town this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 4 ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 6 ] ] ] [SL:DATE_TIME 6 8 ] ]
What shows are at the Stadium Theater in January	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 7 ] ] ] [SL:DATE_TIME 7 9 ] ]
What is the driving time between Riverton and Buffalo	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 3 4 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 9 ] ]
How long is the drive for Shenandoah to Bedford	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 9 ] ]
Holland Center concerts next month	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 0 2 ] ] ] [SL:CATEGORY_EVENT 2 3 ] [SL:DATE_TIME 3 5 ] ]
How long is the drive to Macomb Mall	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 6 8 ] ] ] ]
Are there any delays on the way to the Cubs game right now ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 9 10 ] [SL:CATEGORY_EVENT 10 11 ] ] ] [SL:DATE_TIME 11 13 ] ]
will traffic be heavy this weekend	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 6 ] ]
How much traffic will be on the I5 right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 10 ] ]
What is happening near me	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] ]
Christmas events	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] ]
how long will it take to get to grand junction	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 8 10 ] ]
Find directions to a Whole Foods that is near a movie theatre	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 6 ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 8 9 ] [SL:CATEGORY_LOCATION 10 12 ] ] ] ] ] ]
How long will it take to get to Lisa 's house by bus ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 8 9 ] ] ] [SL:METHOD_TRAVEL 12 13 ] ]
Is there construction on my route to work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
Is the freeway clear from here to the beach right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 1 3 ] ] ] [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 5 6 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 7 9 ] ] ] [SL:DATE_TIME 9 11 ] ]
have they opened the 101 since the fires	[IN:GET_INFO_ROAD_CONDITION [SL:LOCATION 3 5 ] [SL:ROAD_CONDITION 6 8 ] ]
How is traffic on the Parkway	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 4 6 ] ] ] ]
how long will it take to get to my doctors appointment at 3 pm if i don't take the highway	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 8 9 ] [SL:CATEGORY_EVENT 9 11 ] [SL:DATE_TIME 11 14 ] ] ] [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION 18 20 ] ] ] ]
when will i get home	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
any delays on I - 77 North	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 7 ] ]
If I leave at 3 pm will I make it to the doctor by 3 : 30 ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 3 6 ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 11 13 ] ] ] [SL:DATE_TIME_ARRIVAL 13 17 ] ]
How long does it take to get to CenturyLink Field by bus from Federal Way ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 10 ] ] ] [SL:METHOD_TRAVEL 11 12 ] [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 13 15 ] ] ] ]
How much will traffic add to my time to get to East Corning ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 11 13 ] ]
Is the snow blocking route 5	[IN:GET_INFO_ROAD_CONDITION [SL:ROAD_CONDITION 1 3 ] [SL:LOCATION 4 6 ] ]
What time I need to leave my house to make it to Eagles game by 4 pm ?	[IN:GET_ESTIMATED_DEPARTURE [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 6 7 ] ] ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 12 13 ] [SL:CATEGORY_EVENT 13 14 ] ] ] [SL:DATE_TIME_ARRIVAL 14 17 ] ]
How long will it take for me to drive to my dad 's restaurant to make it there before noon ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 8 9 ] [SL:DESTINATION [IN:GET_LOCATION_WORK [SL:CONTACT_RELATED 10 11 ] [SL:TYPE_RELATION 11 12 ] ] ] [SL:DATE_TIME_ARRIVAL 18 20 ] ]
Can you let me know what the traffic looks like right now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 10 12 ] ]
how is the traffic by newark airport	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 4 5 ] [SL:POINT_ON_MAP 5 7 ] ] ] ]
Any fun events this weekend	[IN:GET_EVENT [SL:DATE_TIME 3 5 ] ]
Is there a horse show in Longmont soon	[IN:GET_EVENT [SL:CATEGORY_EVENT 2 5 ] [SL:LOCATION 6 7 ] ]
Is the weather causing traffic delays today	[IN:GET_INFO_TRAFFIC [SL:ROAD_CONDITION 1 3 ] [SL:DATE_TIME 6 7 ] ]
Is there any delays on my way to work this morning	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME 9 11 ] ]
Show me snow fall and highway closer during december	[IN:GET_INFO_TRAFFIC [SL:ROAD_CONDITION 2 4 ] [SL:DATE_TIME 7 9 ] ]
San Jose Airport , leaving now , approximate travel time ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 0 3 ] ] ] [SL:DATE_TIME_DEPARTURE 5 6 ] ]
How long to walk from my house to the bank ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 3 4 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 5 6 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 8 10 ] ] ] ]
Traffic	[IN:GET_INFO_TRAFFIC ]
get directions to michaels from anaheim	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 3 4 ] ] ] [SL:SOURCE 5 6 ] ]
How long will it take me to get to Hy - Vee right now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 9 12 ] ] ] [SL:DATE_TIME_DEPARTURE 12 14 ] ]
Please show me how long it will take me to get to work if I leave my house right now given the current traffic conditions	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 16 17 ] ] ] [SL:DATE_TIME_DEPARTURE 18 20 ] ]
What 's the traffic like in Lenoir City	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 8 ] ]
on what street is my old high school on and how long should it take to get there	[IN:COMBINE [SL:COMBINE [IN:GET_LOCATION [SL:LOCATION [IN:GET_LOCATION_SCHOOL [SL:CONTACT 4 5 ] ] ] ] ] [SL:COMBINE [IN:GET_ESTIMATED_DURATION [SL:DESTINATION 17 18 ] ] ] ]
Traffic in Nashville TN for holiday weekend	[IN:GET_INFO_TRAFFIC [SL:LOCATION 2 4 ] [SL:DATE_TIME 4 7 ] ]
any music events this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:DATE_TIME 3 5 ] ]
Events happening within a 30 mile radius of me , happening today	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 2 8 ] [SL:LOCATION_USER 8 9 ] ] ] [SL:DATE_TIME 11 12 ] ]
what 's the traffic in the loop today	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] [SL:DATE_TIME 7 8 ] ]
How many miles is it from Truckee to South Lake Tahoe	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 11 ] ]
Are the freeway icy this morning ?	[IN:GET_INFO_ROAD_CONDITION [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 1 3 ] ] ] [SL:ROAD_CONDITION 3 4 ] [SL:DATE_TIME 4 6 ] ]
ideas on what to do in San Francisco today	[IN:GET_EVENT [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 9 ] ]
Is there some sort of Christmas festival in Carmel this year	[IN:GET_EVENT [SL:DATE_TIME 5 6 ] [SL:CATEGORY_EVENT 6 7 ] [SL:LOCATION 8 9 ] [SL:DATE_TIME 9 11 ] ]
Whats happening this weekend	[IN:GET_EVENT [SL:DATE_TIME 2 4 ] ]
is there any expected road construction on my way to work tomorrow	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME 11 12 ] ]
Is there usually traffic on the weekend for my area	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 7 ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT 8 9 ] ] ] ]
how is my drive to my hair appointment	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 3 4 ] [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 5 6 ] [SL:CATEGORY_EVENT 6 8 ] ] ] ]
How long will it take me to drive from Justin 's house to the Selena Gomez show ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 9 10 ] ] ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 14 16 ] [SL:CATEGORY_EVENT 16 17 ] ] ] ]
will I make it in time	[IN:GET_ESTIMATED_ARRIVAL ]
Things to do in SF tonight	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 6 ] ]
are there any rock concerts in december in my town	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 5 ] [SL:DATE_TIME 5 7 ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT 8 9 ] ] ] ]
Will the torch relay slow down traffic on I - 94 around 8 am today ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_EVENT [SL:CATEGORY_EVENT 1 4 ] ] ] [SL:LOCATION 8 11 ] [SL:DATE_TIME 11 15 ] ]
How many miles from my home to Lancaster , PA	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 4 5 ] ] ] [SL:DESTINATION 7 10 ] ]
is there any traffic on west main street	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 8 ] ]
What is traffic on Interstate 75 like right now	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 6 ] [SL:DATE_TIME 7 9 ] ]
How long will it take to get from Target to Walmart tomorrow if I take the bus ?	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 8 9 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 10 11 ] ] ] [SL:DATE_TIME_DEPARTURE 11 12 ] [SL:METHOD_TRAVEL 16 17 ] ]
Parties tomorrow in Los Angeles	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:DATE_TIME 1 2 ] [SL:LOCATION 3 5 ] ]
How long would it take me to drive to the Snoop Dogg gig if I left in 5 minutes ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 10 12 ] [SL:CATEGORY_EVENT 12 13 ] ] ] [SL:DATE_TIME_DEPARTURE 16 19 ] ]
how long will i take me to get home	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How long will it take me to get to my moms	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 9 10 ] [SL:TYPE_RELATION 10 11 ] ] ] ]
concerts in Vegas next year	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:LOCATION 2 3 ] [SL:DATE_TIME 3 5 ] ]
I want to see a concert tonight , is there anything going on near me	[IN:GET_EVENT [SL:CATEGORY_EVENT 4 6 ] [SL:DATE_TIME 6 7 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 13 14 ] [SL:LOCATION_USER 14 15 ] ] ] ]
What is the traffic forecast this weekend	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 5 7 ] ]
Is the fog this morning affecting traffic on the way to downtown ?	[IN:GET_INFO_TRAFFIC [SL:ROAD_CONDITION 1 3 ] [SL:DATE_TIME 3 5 ] [SL:DESTINATION 11 12 ] ]
Are there any detours on my way to Ohio	[IN:GET_INFO_TRAFFIC [SL:DESTINATION 8 9 ] ]
what 's going on in harrisburg , pa at the end of this month	[IN:GET_EVENT [SL:LOCATION 5 8 ] [SL:DATE_TIME 8 14 ] ]
Things to do in Boston this weekend	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
Crafts shows coming up	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] ]
How is the traffic from Syosset to Queens	[IN:GET_INFO_TRAFFIC [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
Help me avoid traffic going home	[IN:GET_DIRECTIONS [SL:OBSTRUCTION_AVOID 3 4 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Is there another route that I can go to avoid the traffic accident	[IN:UPDATE_DIRECTIONS [SL:OBSTRUCTION_AVOID 10 13 ] ]
is us 95 north bound busy	[IN:GET_INFO_TRAFFIC [SL:LOCATION 1 5 ] ]
Things to do in Austell , Georgia	[IN:GET_EVENT [SL:LOCATION 4 7 ] ]
How long is the drive from the Outer Banks and Columbia	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 9 ] [SL:DESTINATION 10 11 ] ]
concerts by hall and oates this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:NAME_EVENT 2 5 ] [SL:DATE_TIME 5 7 ] ]
How long will it take to get to Fort Lauderdale by train	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 8 10 ] [SL:METHOD_TRAVEL 11 12 ] ]
Is there road construction on the road to Memphis from Little Rock	[IN:GET_INFO_TRAFFIC [SL:DESTINATION 8 9 ] [SL:SOURCE 10 12 ] ]
coffee house and music	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 0 2 ] ] ] [SL:CATEGORY_EVENT 3 4 ] ]
How long will it take me to get to work from home	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] ]
Things to do in Cleveland next weekend	[IN:GET_EVENT [SL:LOCATION 4 5 ] [SL:DATE_TIME 5 7 ] ]
How long is the trip in train to Atlantic city on a Sunday	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION 8 10 ] [SL:DATE_TIME 10 13 ] ]
Anything cool going on in hardy tonight	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 7 ] ]
concerts by Pentatonix	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:NAME_EVENT 2 3 ] ]
Route me to work	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
Where are the construction zones	[IN:GET_INFO_TRAFFIC ]
what 's the best route home today	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:DATE_TIME_DEPARTURE 6 7 ] ]
are they any traffic delays for my ride home today	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:DATE_TIME 9 10 ] ]
how heavy is the traffic driving from Greenville to new York	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 5 6 ] [SL:SOURCE 7 8 ] [SL:DESTINATION 9 11 ] ]
